dataset,data_size,d,sigma,learner,model,epsilon,MSE,MSE_ATE,MSEavg,MSEavg_ATE,num_effective_avg,iBias2,iVar,bias_ATE,iBias2_ATE,iVar_ATE
Voting,1000,11,,DRLearner,DPExplainableBoostingRegressor,2.0,"[1.0459354174125048, 1.045650557157296, 0.862834721998204, 1.3609896403235595, 1.0480347638417102]","[0.0903576073368528, 0.023809589795808498, 0.01784333121253451, 0.047315288803547594, 0.016725218459680908]","[0.17526791298158934, 0.1391687463896639, 0.11572528798883892, 0.24177605325938004, 0.14614295276251743]","[0.03332053883815506, 0.02262159165791085, 0.024593666847048844, 0.017765757257622666, 0.02089826519725626]","[5, 5, 5, 5, 5]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0459354174125048, 1.045650557157296, 0.862834721998204, 1.3609896403235595, 1.0480347638417102]","[0.13126502894616043, 0.0808180712711713, 0.09221516053843923, -0.04093563537681985, -0.06934143193890316]","[0.019061271713480626, 0.02232459212343644, 0.01784333121253451, 0.010378374371141433, 0.016725218459680908]","[0.07129633562337218, 0.0014849976723720591, 0, 0.03693691443240616, 0]"
Voting,1000,11,,DRLearner,DPExplainableBoostingRegressor,4.0,"[0.3044156039696663, 0.3057367715278328, 0.4181341473338265, 0.20905947669412384, 0.21031238084722514]","[0.05253290268051652, 0.022118505607523542, 0.017019468565673237, 0.019087350611951583, 0.018429574659544416]","[0.04927978949552653, 0.03837684736996446, 0.10568497519586798, 0.04982088408595652, 0.037323310332248165]","[0.016397683740436726, 0.01733493501599074, 0.016482413209990034, 0.016551324867156433, 0.01638081202868906]","[5, 5, 5, 5, 5]","[0.0, 0.0, 0.027572682161378315, 0.010011235933914703, 0.0]","[0.3044156039696663, 0.3057367715278328, 0.39056146517244816, 0.19904824076020913, 0.21031238084722514]","[-0.01754003211279842, 0.03528319716340936, 0.019808639430089786, -0.02147775251830858, 0.017052302330487018]","[0.007363879005416782, 0.016139042368107537, 0.016348149371069234, 0.015917318430957644, 0.015868621370975222]","[0.045169023675099736, 0.0059794632394160035, 0.000671319194604004, 0.0031700321809939374, 0.002560953288569196]"
Voting,1000,11,,DRLearner,DPExplainableBoostingRegressor,8.0,"[0.11808109925436974, 0.12496576114018747, 0.10761885753735823, 0.10874015667954126, 0.1162628090587414]","[0.016158708639566477, 0.0161656582274812, 0.017013017143727112, 0.01806030497863492, 0.016420424580013474]","[0.023001563501858575, 0.023735486203782432, 0.0208159645864903, 0.024270342510298408, 0.029889352015867458]","[0.01624889219412039, 0.017596829712693746, 0.01613352541714707, 0.016218021575852604, 0.016229490519078432]","[5, 5, 5, 5, 5]","[0.0, 0.0, 0.0, 0.0031528889679877103, 0.008295987755148976]","[0.11808109925436974, 0.12496576114018747, 0.10761885753735823, 0.10558726771155355, 0.10796682130359242]","[-0.012604014447852196, 0.038817505056031404, 0.006595028675324022, -0.011313291383760887, -0.011809297403304997]","[0.016158708639566477, 0.0161656582274812, 0.01591365248550206, 0.015757450725157024, 0.016181757003844673]","[0, 0, 0.0010993646582250528, 0.002302854253477893, 0.00023866757616880247]"
Voting,1000,11,,DRLearner,DPExplainableBoostingRegressor,16.0,"[0.06253960206844178, 0.07396965051784245, 0.05917493054285586, 0.06263664164598234, 0.05299354516821239]","[0.01755064380630472, 0.019916743011649543, 0.01641345852685584, 0.016454158183080405, 0.016177956241737727]","[0.013872536760142334, 0.021152441609254325, 0.01848979596417374, 0.012266663006904512, 0.013712380854058234]","[0.016105886680420237, 0.022798020588990765, 0.016639031394917885, 0.016343835153525024, 0.01611285219292741]","[5, 5, 5, 5, 5]","[0.001705770433067473, 0.007948139382107297, 0.008318512319503216, 0.0, 0.0038920897755196984]","[0.06083383163537431, 0.06602151113573515, 0.05085641822335264, 0.06263664164598234, 0.04910145539269269]","[0.003981917440318394, 0.08190231727534966, 0.023430757158042492, 0.01593123157845297, 0.004777151767390575]","[0.01574469739894912, 0.019916743011649543, 0.01641345852685584, 0.016316254396136178, 0.016096576180724832]","[0.0018059464073556016, 0, 0, 0.00013790378694422678, 8.138006101289594e-05]"
Voting,1000,11,,RLearner,DPExplainableBoostingRegressor,128.0,"[0.013457748018167463, 0.013418195924188444, 0.014760418552848964, 0.010609869481243891, 0.011206338239095722]","[0.016227034703354862, 0.01692457091197667, 0.016568448193768587, 0.0161722407680221, 0.017058266700835354]","[0.005534117196647492, 0.006789118377268278, 0.008757416463912511, 0.0059809043359207795, 0.004496405052589937]","[0.016198652611258323, 0.018512059574398384, 0.016711603180063577, 0.016274595032545976, 0.016588477410699708]","[5, 5, 5, 5, 5]","[0.003553209491267499, 0.005131848990538236, 0.007256665941678398, 0.004823663049590001, 0.00281892175596349]","[0.009904538526899964, 0.008286346933650207, 0.007503752611170565, 0.00578620643165389, 0.008387416483132232]","[-0.010422168552638028, 0.04921410936387713, 0.02493134906387645, 0.013585434061054169, -0.022325913123117325]","[0.016191557088234186, 0.01692457091197667, 0.016568448193768587, 0.0161722407680221, 0.016471030088165795]","[3.547761512067392e-05, 0, 0, 0, 0.000587236612669558]"
Voting,1000,11,,RLearner,DPExplainableBoostingRegressor,1.0,"[2.766260989908535, 42.0156096060377, 52.99784098876557, 41.988603862871784, 33.40361699293373]","[0.4884516094504058, 0.03220047198193751, 12.135269658806482, 10.707404480883765, 0.3791561263576807]","[0.9567641940202884, 9.4370757110039, 16.770715903323854, 5.035181540728501, 9.259303408568453]","[0.353640843741725, 2.0158603313509533, 0.7269196034281977, 0.5078011745495308, 0.018427895236703882]","[3, 5, 4, 5, 3]","[0.052015796076165355, 1.292442237245453, 4.695007541509952, 0.0, 0.0]","[2.7142451938323697, 40.72316736879225, 48.302833447255615, 41.988603862871784, 33.40361699293373]","[0.5809912329181967, 1.4141323489465316, 0.843107094273485, -0.7012211801818397, -0.04835146557018885]","[0.2862354608873846, 0.03220047198193751, 0.0, 0.0, 0.0]","[0.20221614856302117, 0, 12.135269658806482, 10.707404480883765, 0.3791561263576807]"
Voting,1000,11,,RLearner,DPExplainableBoostingRegressor,2.0,"[2.6347312243059258, 1.2750803527235859, 1.2688783421371483, 0.7292698036599343, 5.74067623090692]","[0.04610370254074041, 0.19043800218375245, 0.06574307596624392, 0.055157869358249824, 0.02774466893924929]","[1.139524170551706, 0.20939733624798731, 0.35280975521764757, 0.19455950233128141, 1.0712360171970612]","[0.15692420984715225, 0.016767163127001328, 0.021650422775874482, 0.020076055280449683, 0.06131569791476525]","[4, 5, 5, 5, 5]","[0.6411218193002994, 0.0, 0.1237926084877723, 0.0608819269991181, 0.0]","[1.9936094050056263, 1.2750803527235859, 1.145085733649376, 0.6683878766608162, 5.74067623090692]","[0.3752788014706313, -0.02602176229778852, -0.07456803445147095, -0.06313496865074819, 0.2126632711608813]","[0.04610370254074041, 0.0, 0.010627259478282122, 0.011305601760999644, 0.02774466893924929]","[0, 0.19043800218375245, 0.055115816487961794, 0.04385226759725018, 0]"
Voting,1000,11,,RLearner,DPExplainableBoostingRegressor,4.0,"[0.3946527632304365, 0.3343044310872101, 0.46765139290338664, 0.2906533830686592, 0.23807739861199512]","[0.04152515703934279, 0.028893036461985436, 0.38342408621638635, 0.01653182802067844, 0.030373654081165442]","[0.08310201673721929, 0.08925180417949127, 0.10006253593746464, 0.0654298296636517, 0.054062487715040734]","[0.030574558728287873, 0.021348276402721605, 0.03057078356636212, 0.02431918692436738, 0.01758459313957781]","[5, 5, 5, 5, 5]","[0.005214330113914978, 0.027988647452561577, 0.008165321695984107, 0.009123941312399797, 0.008058759990802133]","[0.38943843311652154, 0.3063157836346485, 0.45948607120740254, 0.2815294417562594, 0.23001863862119298]","[-0.12035168347127156, 0.07251375999631297, -0.1203359985725111, -0.09071469511853447, 0.03865956706507567]","[0.02783690915052414, 0.01946208638790565, 0.0, 0.01653182802067844, 0.014387327904180902]","[0.013688247888818651, 0.009430950074079788, 0.38342408621638635, 0, 0.01598632617698454]"
Voting,1000,11,,RLearner,DPExplainableBoostingRegressor,8.0,"[0.22760897318849782, 0.11160580109140619, 0.1342855811130933, 0.10347651225921996, 0.10377200975505871]","[0.016884133988188978, 0.017571708545047703, 0.054324665062912544, 0.03138562152806566, 0.029406313052487896]","[0.04402813121568231, 0.022775291111363553, 0.0400299232881471, 0.026408548426341334, 0.023426857809722992]","[0.018505948518450405, 0.018862030380892587, 0.024969752758596968, 0.017018641621515024, 0.01682209311612604]","[5, 5, 5, 5, 5]","[0.0, 0.0005676636163529092, 0.016466008831910545, 0.007141557468121687, 0.003340569823389067]","[0.22760897318849782, 0.11103813747505328, 0.11781957228118276, 0.09633495479109827, 0.10043143993166964]","[-0.04915198372936422, 0.052649780312683775, 0.0942322754934754, -0.03047311286357693, -0.027056646174411864]","[0.016884133988188978, 0.017571708545047703, 0.017631024682518072, 0.013426896644877364, 0.013676038132035575]","[0, 0, 0.03669364038039447, 0.0179587248831883, 0.01573027492045232]"
Voting,1000,11,,RLearner,DPExplainableBoostingRegressor,16.0,"[0.055948558948678666, 0.05020007148945739, 0.0720654563133512, 0.039564319785893684, 0.04760453953015088]","[0.016606261276100404, 0.016442270799130715, 0.018054237358621432, 0.01633727774934738, 0.016444291439784268]","[0.012797322660671299, 0.008528693691669994, 0.02326985755138708, 0.012122631035482386, 0.0130105989195611]","[0.016509653627921905, 0.016292346064009228, 0.02080260226285075, 0.016782180393322826, 0.017576368577345666]","[5, 5, 5, 5, 5]","[0.002009513588669458, 0.0, 0.011070957860896048, 0.0052622088478795626, 0.0043621137669136514]","[0.05393904536000921, 0.05020007148945739, 0.06099449845245516, 0.03430211093801412, 0.04324242576323723]","[-0.020484692187171832, 0.01422374950884972, 0.06864817003338129, 0.026308731999169055, -0.038553048691730485]","[0.01648550171587728, 0.016254864880228856, 0.018054237358621432, 0.01633727774934738, 0.016444291439784268]","[0.00012075956022312376, 0.00018740591890185898, 0, 0, 0]"
Voting,2000,11,,SLearner1,DPExplainableBoostingRegressor,128.0,"[0.016994381321685514, 0.016429824237228798, 0.01636571342787193, 0.016446301574619706, 0.016401649972715177]","[0.016574030385781813, 0.01609517155907104, 0.016131983826752083, 0.0160902778664405, 0.016095936466800916]","[0.016215452573323144, 0.016131119426381256, 0.01609475555618212, 0.01615792645233896, 0.01611128880588502]","[0.016215452573323144, 0.016131119426381263, 0.01609475555618212, 0.01615792645233896, 0.016111288805885023]","[5, 5, 5, 5, 5]","[0.01602072038623255, 0.01605644322366937, 0.01602701608825967, 0.016085832671768774, 0.016038698514177482]","[0.0009736609354529628, 0.00037338101355942777, 0.0003386973396122617, 0.00036046890285093124, 0.0003629514585376959]","[-0.011199176728868082, 0.006410024373006418, -0.0021736012199554677, -0.008239868835135361, -0.004610617308592968]","[0.016125808120208477, 0.01609517155907104, 0.016085448488539628, 0.0160902778664405, 0.016095936466800916]","[0.00044822226557333575, 0, 4.653533821245316e-05, 0, 0]"
Voting,2000,11,,SLearner1,DPExplainableBoostingRegressor,1.0,"[0.01797883418531656, 0.01713058484075706, 0.01923350265317797, 0.01894651937778019, 0.017958963741159645]","[0.01672216119506679, 0.019405553351517557, 0.01609345834925589, 0.02223344475754246, 0.01739442615146682]","[0.01677389766098674, 0.016102280949298522, 0.016326151732597813, 0.016223376686714433, 0.016459679867155304]","[0.01677389766098674, 0.016102280949298525, 0.016326151732597813, 0.016223376686714426, 0.0164596798671553]","[5, 5, 5, 5, 5]","[0.016472663529904286, 0.015845204976433887, 0.015599314002452774, 0.015542591013947994, 0.016084858898654218]","[0.0015061706554122742, 0.0012853798643231709, 0.003634188650725196, 0.0034039283638321975, 0.001874104842505427]","[-0.02615084409857582, -0.0034999907685306364, -0.01536622005175925, -0.011547539685824892, 0.019226254269528925]","[0.01672216119506679, 0.015276462848743767, 0.01609345834925589, 0.014720859669007418, 0.01622599329607742]","[0, 0.00412909050277379, 0, 0.0075125850885350435, 0.0011684328553893987]"
Voting,2000,11,,SLearner1,DPExplainableBoostingRegressor,2.0,"[0.01727997684035125, 0.016437420323342007, 0.016527969668813074, 0.01633535409347759, 0.016402573148214285]","[0.01651065718461984, 0.01659431829529563, 0.016105673173925427, 0.01665434456891429, 0.01609116236543909]","[0.016098045233878342, 0.016388014553705556, 0.01609149716754543, 0.016202424472340365, 0.016110804794974634]","[0.016098045233878346, 0.016388014553705556, 0.016091497167545425, 0.016202424472340365, 0.016110804794974627]","[5, 5, 5, 5, 5]","[0.015802562332260114, 0.016375663111296443, 0.015982379042228517, 0.016169192067056058, 0.01603786270666472]","[0.001477414508091134, 6.175721204556336e-05, 0.0005455906265845571, 0.0001661620264215317, 0.00036471044154956327]","[0.002830939766159224, 0.017262199737774764, 0.0012108483087079902, -0.01060157810996265, -0.0045578263521009466]","[0.015994892246192972, 0.01633643861830804, 0.016087953165950426, 0.016089444448196884, 0.01609116236543909]","[0.0005157649384268659, 0.00025787967698759004, 1.7720007975002318e-05, 0.000564900120717405, 0]"
Voting,2000,11,,SLearner1,DPExplainableBoostingRegressor,4.0,"[0.01736501254833422, 0.016545182944478286, 0.016218192392029616, 0.016491586990371968, 0.01651707536799163]","[0.01796023538073967, 0.01609399559737376, 0.016091061938393204, 0.01622847582013579, 0.016091397188698262]","[0.0164418975641213, 0.016275487197635278, 0.016091295288447233, 0.01613148833805496, 0.01610380921114362]","[0.016441897564121302, 0.016275487197635278, 0.016091295288447233, 0.016131488338054962, 0.01610380921114362]","[5, 5, 5, 5, 5]","[0.016211118818068068, 0.016208063260924527, 0.01605957101255164, 0.016041463674975706, 0.01600049267193162]","[0.0011538937302661527, 0.0003371196835537599, 0.00015862137947797884, 0.0004501233153962614, 0.0005165826960600115]","[-0.018758106253099677, 0.013618229830508588, -0.001124399630252848, -0.006438736221979824, -0.003711899409318292]","[0.01606231310996671, 0.01609399559737376, 0.016091061938393204, 0.016107241467534755, 0.016091397188698262]","[0.0018979222707729603, 0, 0, 0.00012123435260103302, 0]"
Voting,2000,11,,SLearner1,DPExplainableBoostingRegressor,8.0,"[0.01703128133190593, 0.01646346125590229, 0.016347018584067487, 0.01653810979485588, 0.016271229374285233]","[0.01686322792887164, 0.016141252246426027, 0.01609222095564646, 0.016107267691162164, 0.01609017507395318]","[0.016237422042716904, 0.01615599457978954, 0.016094349254193223, 0.016187315938117584, 0.016104778645698564]","[0.016237422042716904, 0.01615599457978954, 0.016094349254193226, 0.016187315938117574, 0.01610477864569857]","[5, 5, 5, 5, 5]","[0.016038957220419647, 0.01607912791076135, 0.016031181921724657, 0.01609961747393301, 0.016063165963551895]","[0.0009923241114862804, 0.00038433334514093986, 0.0003158366623428298, 0.00043849232092287114, 0.00020806341073333588]","[-0.012140470699201877, 0.008121795729443992, -0.0020780376018008084, -0.009863312029883803, -0.003840264545554417]","[0.01608097057117822, 0.016141252246426027, 0.01609222095564646, 0.016107267691162164, 0.01609017507395318]","[0.0007822573576934206, 0, 0, 0, 0]"
Voting,2000,11,,SLearner1,DPExplainableBoostingRegressor,16.0,"[0.016973028227925308, 0.016457262708711007, 0.01631351774047013, 0.01650690323559142, 0.016439066974615647]","[0.01649909984181997, 0.016131365783221954, 0.01610606890146169, 0.016091422111068305, 0.01610470845445347]","[0.016183226701553657, 0.01614331483830019, 0.016104246223340554, 0.01616752642659118, 0.01612013534625741]","[0.016183226701553657, 0.01614331483830019, 0.016104246223340554, 0.01616752642659118, 0.016120135346257416]","[5, 5, 5, 5, 5]","[0.015985776319960746, 0.016064827870697483, 0.01605192834405816, 0.01608268222434112, 0.01604040243916785]","[0.0009872519079645635, 0.0003924348380135228, 0.00026158939641196966, 0.00042422101125030084, 0.00039866453544779804]","[-0.009653791360648645, 0.007299577000173585, -0.0037703062769260387, -0.008803147884277468, -0.005486741504635517]","[0.016104258416487077, 0.016131365783221954, 0.016103790553810268, 0.016091422111068305, 0.01610470845445347]","[0.0003948414253328921, 0, 2.278347651422062e-06, 0, 0]"
Voting,2000,11,,DRLearner,DPExplainableBoostingRegressor,128.0,"[0.014130725936919298, 0.0145860091026901, 0.02205275988127922, 0.013126487320494293, 0.015369969366209563]","[0.01612112055013702, 0.01854023199468285, 0.017000228080730612, 0.01628430783761208, 0.0160968168093332]","[0.004101012234540979, 0.0035424245194296527, 0.007706905139745125, 0.00331034226701602, 0.004931087391074003]","[0.016090164279055717, 0.016818534877018225, 0.016094783454467645, 0.016376428797297914, 0.01631023605543006]","[5, 5, 5, 5, 5]","[0.0015935838089464003, 0.0007815283736145404, 0.004120441454361599, 0.0008563060036464506, 0.002321366897290114]","[0.012537142127972897, 0.01380448072907556, 0.017932318426917622, 0.012270181316847843, 0.01304860246891945]","[0.00036505497803737685, 0.02699081071586218, 0.002180009300190383, -0.016923291150931358, 0.014839307312382616]","[0.01608242521128539, 0.01638811059760207, 0.015868422297901905, 0.01628430783761208, 0.0160968168093332]","[3.869533885162736e-05, 0.002152121397080782, 0.0011318057828287086, 0, 0]"
Voting,2000,11,,DRLearner,DPExplainableBoostingRegressor,1.0,"[0.663297373617546, 0.8045747337474386, 0.5928325259862417, 1.5504288928183536, 1.444148976433475]","[0.017923320892792596, 0.035618986676650664, 0.06704900292975292, 0.3229388313480287, 0.027551970143657505]","[0.12641964081198342, 0.16346017696067439, 0.10899913138261592, 0.3333821287446495, 0.37020527359026606]","[0.016229689926704666, 0.016298115821834235, 0.017500176405016988, 0.016100789079451085, 0.02720074523732223]","[5, 5, 5, 5, 5]","[0.0, 0.003181537763983333, 0.0, 0.029120437726223525, 0.1017193478794638]","[0.663297373617546, 0.8013931959834553, 0.5928325259862417, 1.52130845509213, 1.3424296285540112]","[-0.011817737210902207, 0.014425144987677191, 0.03755190262953745, 0.003279949013683031, -0.10540737271843703]","[0.015806282185182683, 0.011467898108130127, 0.005112969773833, 0.0, 0.027112939010738413]","[0.0021170387076099124, 0.024151088568520537, 0.061936033155919924, 0.3229388313480287, 0.0004390311329190936]"
Voting,2000,11,,DRLearner,DPExplainableBoostingRegressor,2.0,"[0.1932915888694922, 0.2626053743614778, 0.3138781956261471, 0.23688106880875598, 0.18009685109879908]","[0.01779756415622524, 0.016201855033791908, 0.01629650280157097, 0.024950928042031955, 0.01610398824001249]","[0.03938557943766825, 0.045521927186276255, 0.05341420995168403, 0.0436257259926255, 0.03651129732123228]","[0.01700596858434901, 0.016652563995423253, 0.0172014333996341, 0.017701629570450638, 0.017514938569534004]","[5, 5, 5, 5, 5]","[0.0009090770797123005, 0.0, 0.0, 0.0, 0.0006149088768405975]","[0.1923825117897799, 0.2626053743614778, 0.3138781956261471, 0.23688106880875598, 0.17948194222195848]","[0.030264460517747283, 0.023717777752237434, -0.03333770216609683, -0.040144720157598734, -0.03774794770070655]","[0.01680806969137995, 0.016201855033791908, 0.01629650280157097, 0.01588930495255531, 0.01610398824001249]","[0.0009894944648452869, 0, 0, 0.009061623089476646, 0]"
Voting,2000,11,,DRLearner,DPExplainableBoostingRegressor,4.0,"[0.08054714254362236, 0.0743745256023968, 0.11683314043829504, 0.09476962858651039, 0.08766104485212138]","[0.01624441497656612, 0.028678140735928066, 0.018820269611115555, 0.016094395536440296, 0.0171054784441699]","[0.017460471412840982, 0.012387185698097259, 0.02999348329746699, 0.022916189788639057, 0.021412127018281265]","[0.01609633468552338, 0.01612467321604644, 0.01609034921370095, 0.016096251069803624, 0.016099084566809835]","[5, 5, 5, 5, 5]","[0.0016888036301456466, 0.0, 0.008283569012259961, 0.004952830089171231, 0.004849897559821237]","[0.07885833891347671, 0.0743745256023968, 0.10854957142603508, 0.08981679849733916, 0.08281114729230014]","[0.0025107113742241505, 0.005885762663216887, 0.0005640919980152981, -0.002494003986543397, 0.003008912243836648]","[0.016059314612762696, 0.012986306336076035, 0.015407869114347298, 0.016094395536440296, 0.015847486097469818]","[0.0001851003638034211, 0.01569183439985203, 0.003412400496768256, 0, 0.0012579923467000804]"
Voting,2000,11,,DRLearner,DPExplainableBoostingRegressor,8.0,"[0.03480269806368222, 0.03706499947951962, 0.041391740375368836, 0.04064820740792736, 0.03565306905598835]","[0.016821792296400524, 0.02264184536562103, 0.016594785034653788, 0.016167641034838857, 0.016278039131824323]","[0.0072155524822165385, 0.00999943716808821, 0.012326829931259149, 0.008750787827454792, 0.010765764905256981]","[0.016094443891575286, 0.01707525781544109, 0.016091316850069183, 0.016177455787118492, 0.016705533147418183]","[5, 5, 5, 5, 5]","[0.0003187660868501155, 0.003233046590230354, 0.005060602320231727, 0.0007764329323366459, 0.004543938867574138]","[0.034483931976832104, 0.033831952889289266, 0.03633113805513711, 0.03987177447559071, 0.03110913018841421]","[0.0021006850445883796, 0.031388322693676446, 0.0011339471550541602, -0.009350121560694646, 0.024809315458098807]","[0.015912606790368974, 0.015683610927896104, 0.015965449803923032, 0.016167641034838857, 0.016278039131824323]","[0.0009091855060315481, 0.006958234437724926, 0.0006293352307307556, 0, 0]"
Voting,2000,11,,DRLearner,DPExplainableBoostingRegressor,16.0,"[0.021543076336295878, 0.020067824342578994, 0.03648686413374248, 0.024087771389068403, 0.025596616843215146]","[0.016181296964036567, 0.018594640682554908, 0.016154090712120303, 0.01609448869441063, 0.016948217077672568]","[0.007377631330719001, 0.005075974935086101, 0.011959487535216095, 0.005696617136273413, 0.005701670106761647]","[0.01611272374090014, 0.017086875240727408, 0.016114950467180603, 0.01666350144329832, 0.01646476128977472]","[5, 5, 5, 5, 5]","[0.003836270079324782, 0.0013280125832128772, 0.005827643385584499, 0.0010988285730746672, 0.0007279334226482706]","[0.017706806256971096, 0.018739811759366117, 0.030659220748157984, 0.022988942815993736, 0.024868683420566876]","[0.004763688379964909, 0.031572840018102316, 0.004991938827938469, -0.023947242625813825, 0.019357951230850684]","[0.01609558043511603, 0.016709933880270533, 0.016105165405945678, 0.01609448869441063, 0.016343897342800257]","[8.571652892053541e-05, 0.0018847068022843742, 4.8925306174625594e-05, 0, 0.0006043197348723104]"
Voting,2000,11,,RLearner,DPExplainableBoostingRegressor,128.0,"[0.008859914443808299, 0.008600549370401885, 0.011889327687366261, 0.007022895235820614, 0.006691896374778999]","[0.01620656896744248, 0.017438974434821494, 0.017554334776910298, 0.016170897580953667, 0.01638882963288316]","[0.0051943813889241556, 0.005439494703789021, 0.00788987885646492, 0.004892393894986774, 0.004657212773943604]","[0.0162083287279831, 0.016467585237193015, 0.0163569137458738, 0.016091332093781698, 0.016188503815226858]","[5, 5, 5, 5, 5]","[0.0042779981252031194, 0.004649231037135805, 0.006890016648739583, 0.004359768559778314, 0.004148541873734755]","[0.00458191631860518, 0.00395131833326608, 0.004999311038626678, 0.0026631266760423003, 0.0025433545010442437]","[0.010876475259217672, 0.019430754572951903, 0.016336545900375504, -0.001140648878040884, 0.009923346275734574]","[0.01620656896744248, 0.016224737937785894, 0.016057558488114677, 0.016071440721988704, 0.016138422360812782]","[0, 0.001214236497035599, 0.001496776288795621, 9.945685896496203e-05, 0.0002504072720703769]"
Voting,2000,11,,RLearner,DPExplainableBoostingRegressor,1.0,"[0.7832652951251782, 2.9743016430320326, 2.9872114572443196, 0.585544327334939, 8.733925544537193]","[0.02841587768502751, 0.07223308314346642, 0.19462672479205229, 0.11323790317016265, 1.2330582450491605]","[0.20771160121231041, 0.6115943631488593, 0.5014582341052576, 0.10606972525286854, 1.877378475637129]","[0.018266450181902094, 0.027976687663478973, 0.016413988410867324, 0.017363601353852905, 0.21203546261036657]","[5, 5, 5, 5, 5]","[0.0638231777340934, 0.020917543178065934, 0.0, 0.0, 0.16324170841211227]","[0.7194421173910848, 2.9533840998539667, 2.9872114572443196, 0.585544327334939, 8.570683836125081]","[0.0466521078621681, -0.10902594484598721, 0.017998816543000867, -0.035687117282489716, -0.4426572394036359]","[0.01572909330612074, 0.016912588793482113, 0.0, 0.0, 0.0]","[0.01268678437890677, 0.05532049434998431, 0.19462672479205229, 0.11323790317016265, 1.2330582450491605]"
Voting,2000,11,,RLearner,DPExplainableBoostingRegressor,2.0,"[0.3044579164226578, 0.41419892906051403, 0.36777485903149354, 0.3629191698213443, 0.2546716408831505]","[0.042693692811374195, 0.19052797551097223, 0.01638103429037289, 0.01854147559396425, 0.06392169326951051]","[0.06555416021879615, 0.0847904185302784, 0.14852309837411243, 0.04881244634576962, 0.03693166407603861]","[0.020769668360550074, 0.02497214195482199, 0.016952197701149627, 0.018521517954231796, 0.016450564523831677]","[5, 5, 5, 5, 5]","[0.005828221167830716, 0.0024382908977195195, 0.09371015820976714, 0.0, 0.0]","[0.2986296952548271, 0.4117606381627945, 0.2740647008217264, 0.3629191698213443, 0.2546716408831505]","[0.06840787488755477, 0.09424495180593633, 0.029362675069395494, 0.04931010991990452, 0.018987719976683692]","[0.015288662247844045, 0.0, 0.01638103429037289, 0.01851652854429868, 0.004582782337411967]","[0.02740503056353015, 0.19052797551097223, 0, 2.494704966556939e-05, 0.059338910932098546]"
Voting,2000,11,,RLearner,DPExplainableBoostingRegressor,4.0,"[0.11387735089953283, 0.055068209996541655, 0.05404192497465521, 0.09609786285073257, 0.10525962617064615]","[0.024039650907426727, 0.016815595242028778, 0.01636569776480448, 0.017148467362493695, 0.030473978122434946]","[0.0275029801664044, 0.013520776677411495, 0.014804589610438703, 0.01801457237209691, 0.03156443821785081]","[0.016096751344442238, 0.0161257545782619, 0.016131797857546412, 0.0163220842365692, 0.017058648383998832]","[5, 5, 5, 5, 5]","[0.005909387483122294, 0.003133918347628953, 0.004995255769384581, 0.0, 0.013140641229651973]","[0.10796796341641053, 0.0519342916489127, 0.04904666920527063, 0.09609786285073257, 0.09211898494099417]","[-0.0025923600296859917, -0.005976919302046468, 0.006462727259267997, -0.015233293230633937, 0.031122618303737]","[0.014111026453696116, 0.015953294412320178, 0.016073322880731895, 0.016115488455088076, 0.013704815949389802]","[0.00992862445373061, 0.0008623008297085986, 0.00029237488407258313, 0.0010329789074056206, 0.016769162173045145]"
Voting,2000,11,,RLearner,DPExplainableBoostingRegressor,8.0,"[0.03725809408839803, 0.0330288109950163, 0.032557236421939244, 0.03517676345450014, 0.039727655632102586]","[0.017595783422227347, 0.02555645585294522, 0.018389106111835085, 0.01611144144658246, 0.01644151990041497]","[0.010996260440156645, 0.010448177499927647, 0.011320942640928783, 0.013327887246238937, 0.01375078383634026]","[0.018121894052863238, 0.018710449183733113, 0.01618198506007612, 0.016090281136389217, 0.016125434465260255]","[5, 5, 5, 5, 5]","[0.004430802028096301, 0.004803019126155484, 0.006011869195676166, 0.007865668194173635, 0.007256565887399681]","[0.03282729206030173, 0.028225791868860813, 0.026545367226263078, 0.027311095260326504, 0.032471089744702905]","[0.04507619148668743, 0.05119002021697576, 0.00958926723777151, 0.0005001224554980754, 0.005950079944129244]","[0.017595783422227347, 0.016998947516430087, 0.01563020479713638, 0.016084991058840908, 0.016046413106471577]","[0, 0.008557508336515134, 0.0027589013146987057, 2.645038774155232e-05, 0.00039510679394339377]"
Voting,2000,11,,RLearner,DPExplainableBoostingRegressor,16.0,"[0.01860755847372115, 0.014543106297651862, 0.025579876307912093, 0.020146662078145038, 0.017133402151992445]","[0.016519080282150177, 0.017668330810739246, 0.016679095512987463, 0.016315607959732553, 0.016158063940247814]","[0.006425008937172587, 0.004393705622005454, 0.012264172474590251, 0.007931402973758675, 0.005704286712315297]","[0.016101769132953154, 0.016113305596560185, 0.01617629744742053, 0.016762323453922378, 0.016104426543237238]","[5, 5, 5, 5, 5]","[0.0033793715530354464, 0.0018563554530938511, 0.00893524651625979, 0.004877588197662083, 0.00284700785239601]","[0.015228186920685702, 0.01268675084455801, 0.016644629791652304, 0.015269073880482955, 0.014286394299596435]","[0.0034260938449537925, 0.004824373808221927, 0.009287972518359833, -0.02592860273913067, -0.0037941440824658668]","[0.0159974413456539, 0.01572454929301542, 0.016050597931028796, 0.016315607959732553, 0.016091017193984595]","[0.0005216389364962786, 0.0019437815177238268, 0.0006284975819586657, 0, 6.704674626321992e-05]"
