dataset,data_size,d,sigma,learner,model,epsilon,MSE,MSE_ATE,MSEavg,MSEavg_ATE,num_effective_avg,iBias2,iVar,bias_ATE,iBias2_ATE,iVar_ATE
D,500,6,1.0,RLearner,DPExplainableBoostingRegressor,128.0,"[1.374495463300657, 1.042731105614215, 1.184343205286259, 1.1319422196456215, 1.1978604556163472]","[1.759738470298311, 1.7564360164504598, 1.7532341147761579, 1.7811696879309877, 1.8538510577653027]","[1.1677697349824219, 0.9018868488596863, 1.0694798288417136, 1.014508856298533, 1.0060725380923639]","[1.7851011281123024, 1.7355775304641254, 1.7953131374412548, 1.841540001589391, 1.792334542270965]","[5, 5, 5, 5, 5]","[1.1160883029028632, 0.8666757846710541, 1.0407639847305772, 0.9851505154617608, 0.958125558711368]","[0.2584071603977939, 0.1760553209431609, 0.14357922055568184, 0.14679170418386067, 0.23973489690497923]","[0.29547974668149446, 0.1943828260180999, 0.3122823882768805, 0.3791400192225146, 0.30747633219098713]","[1.759738470298311, 1.7303629089675419, 1.7532341147761579, 1.7811696879309877, 1.7769554133973804]","[0, 0.026073107482917912, 0, 0, 0.07689564436792223]"
D,500,6,1.0,RLearner,DPExplainableBoostingRegressor,1.0,"[95.41098002544729, 114.62655167913327, 689.8666887312778, 223.92924365622918, 377.855955041001]","[13.280600127474314, 50.448274043440335, 8.136026813061639, 3.057109595810303, 6.085649481582242]","[20.48422634594461, 21.205910701607536, 134.78200212669185, 42.5111636378034, 60.44090351600031]","[1.7020935025560615, 2.1935881029052338, 8.210733422533027, 2.697957243842941, 4.418375329971691]","[5, 5, 5, 5, 5]","[1.752537926068939, 0.0, 0.0, 0.0, 0.0]","[93.65844209937835, 114.62655167913327, 689.8666887312778, 223.92924365622918, 377.855955041001]","[0.06557938046916459, 0.7041273006295748, 2.552046350503784, 1.000082194836804, -1.6494188317581282]","[0.0, 0.0, 8.136026813061639, 2.6081691558511007, 4.001556792069053]","[13.280600127474314, 50.448274043440335, 0, 0.4489404399592023, 2.0840926895131884]"
D,500,6,1.0,RLearner,DPExplainableBoostingRegressor,2.0,"[19.952190885182347, 41.24107725606192, 50.53545547299951, 27.068060311510205, 27.53995628137817]","[1.9395721843988625, 1.741475149677344, 2.4141999915918846, 1.7340800296698369, 2.1238707249883246]","[5.9012299609108, 10.293722860255599, 8.985751778405271, 8.629539102197977, 5.768296659846059]","[2.27391507514065, 1.9521934344120493, 1.7193608361198824, 1.753752641418198, 2.0083933060753507]","[5, 5, 5, 5, 5]","[2.388489729842913, 2.5568842613040204, 0.0, 4.019908799869921, 0.32538175446303086]","[17.563701155339434, 38.6841929947579, 50.53545547299951, 23.048151511640285, 27.21457452691514]","[0.7590271587547496, -0.5043813904167231, -0.14686043955585817, 0.23655822540096902, 0.5573154032161757]","[1.9395721843988625, 1.741475149677344, 1.5456510472518818, 1.7340800296698369, 1.9795239513471072]","[0, 0, 0.8685489443400027, 0, 0.1443467736412174]"
D,500,6,1.0,RLearner,DPExplainableBoostingRegressor,4.0,"[11.657641934172652, 7.022562973604584, 11.607375428759244, 9.24678686429615, 7.523942413243766]","[1.6978517825319968, 1.7080499377855212, 3.050627270277244, 1.7008379091413954, 2.188689614433152]","[4.220149026780044, 2.316989049266176, 4.01651685613742, 2.992434833464136, 2.8276681600695754]","[2.88243762526831, 1.7078893258314762, 1.7019855368990253, 2.104123098006161, 2.435058839152534]","[5, 5, 5, 5, 5]","[2.3607757999318917, 1.140595568181574, 2.1188022129819633, 1.4288468257561329, 1.6535995967760275]","[9.29686613424076, 5.88196740542301, 9.488573215777281, 7.817940038540017, 5.870342816467739]","[1.0884138816897584, -0.10048123415909103, 0.06475098057699633, 0.6374403898348604, 0.8586419461796587]","[1.6978517825319968, 1.707849172842965, 1.3648251035544705, 1.7008379091413954, 2.188689614433152]","[0, 0.00020076494255616417, 1.6858021667227736, 0, 0]"
D,500,6,1.0,RLearner,DPExplainableBoostingRegressor,8.0,"[3.3895536819289016, 4.971525681647438, 4.229646084080727, 3.810324296503984, 3.095661202469979]","[2.394275757455949, 3.0407229796217967, 2.497994412249248, 2.022749596614132, 1.8187896604118503]","[1.7926906390739734, 1.987960177954264, 2.0710533916222467, 2.053374370126561, 1.7027316201105898]","[1.8561708692446734, 1.7601199373173464, 1.9819865491708137, 1.8571323861572473, 1.8256538411329664]","[5, 5, 5, 5, 5]","[1.3934748783602413, 1.2420688020309703, 1.5314052185076266, 1.6141368885322054, 1.3544992245207426]","[1.9960788035686603, 3.7294568796164675, 2.6982408655731005, 2.1961874079717787, 1.7411619779492362]","[0.397967362771536, 0.24965394029336693, 0.533098210236605, 0.39917356969607165, 0.3575765564457831]","[1.7216446471918545, 1.4399691767412337, 1.8529845834012053, 1.815728083543026, 1.8187896604118503]","[0.6726311102640945, 1.600753802880563, 0.6450098288480427, 0.2070215130711059, 0]"
D,500,6,1.0,RLearner,DPExplainableBoostingRegressor,16.0,"[1.960084164849254, 2.206880368855973, 2.1171862406778446, 2.4934185125429495, 2.094763756886523]","[1.717362501764024, 2.0162045449301322, 1.88612732525251, 1.7647328434031475, 1.7031748338988706]","[1.1715098390780458, 1.4173214975562916, 1.3976309698675449, 1.5459097284279966, 1.3075982532375539]","[1.7487838157455617, 1.8159584236081197, 1.7983560803792693, 1.972316797900416, 1.772408266520451]","[5, 5, 5, 5, 5]","[0.9743662576352439, 1.2199317797313713, 1.2177421521649698, 1.3090325323992582, 1.1108068773253115]","[0.9857179072140101, 0.9869485891246016, 0.8994440885128746, 1.1843859801436913, 0.9839568795612117]","[0.22581179847877617, 0.34375220173080656, 0.31711706508153603, 0.5239503320803162, 0.2731582308976035]","[1.717362501764024, 1.7658968932776165, 1.776413269160959, 1.7647328434031475, 1.7031748338988706]","[0, 0.25030765165251573, 0.10971405609155077, 0, 0]"
C,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,128.0,"[0.22586864952021346, 0.24379129592967802, 0.21982822068825986, 0.22698558563131604, 0.2284729127079909]","[0.261430405257884, 0.24523027701853375, 0.18299270029728051, 0.22586058849803667, 0.21701463231648016]","[0.22515970913047603, 0.24323139591533025, 0.21852479762516192, 0.226670061731878, 0.22686094655157782]","[0.22515970913047603, 0.24323139591533025, 0.2185247976251621, 0.22667006173187776, 0.22686094655157787]","[5, 5, 5, 5, 5]","[0.22498247403304167, 0.2430914209117433, 0.21819894185938743, 0.2265911807570185, 0.22645795501247457]","[0.000886175487171785, 0.0006998750179347188, 0.001629278828872427, 0.00039440487429754506, 0.0020149576955163367]","[-0.47450996736683637, -0.49318495102276805, -0.4674663598861015, -0.4760987940878214, -0.4762992195580189]","[0.21609203509862404, 0.24273167563952935, 0.18299270029728051, 0.22586058849803667, 0.21701463231648016]","[0.04533837015925999, 0.0024986013790043865, 0, 0, 0]"
C,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,1.0,"[0.2387785636561388, 0.393873752116895, 0.4068740897286674, 0.34027568784030604, 0.4258186340313772]","[0.30614812737003944, 0.38830116813893756, 0.2833677102285803, 0.2877985502444443, 0.5283993212506011]","[0.23523473988513047, 0.3838215899426713, 0.39220334889959513, 0.3127425263556809, 0.4036383469279313]","[0.23523473988513047, 0.3838215899426713, 0.39220334889959513, 0.31274252635568095, 0.4036383469279313]","[5, 5, 5, 5, 5]","[0.23434878394237837, 0.38130854939911535, 0.38853566369232706, 0.3058592359845246, 0.3980932751520698]","[0.0044297797137604275, 0.012565202717779653, 0.01833842603634034, 0.03441645185578143, 0.027725358879307355]","[-0.4850100410147512, -0.6195333646726956, -0.6262614062031885, -0.5592338744708524, -0.63532538665469]","[0.21750639301390323, 0.3827016953936047, 0.2833677102285803, 0.2877985502444443, 0.37244810334726386]","[0.0886417343561362, 0.005599472745332831, 0, 0, 0.15595121790333719]"
C,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,2.0,"[0.20422118134219322, 0.3033368194901474, 0.27909009694840065, 0.32338601431790787, 0.35256794796429813]","[0.32621786473023556, 0.3478047344484258, 0.2661231170125246, 0.33537328693868207, 0.29315843911294154]","[0.1973210926125428, 0.29519233003733086, 0.2742648460532744, 0.3180544242514605, 0.349344865026646]","[0.19732109261254244, 0.29519233003733086, 0.2742648460532744, 0.31805442425146013, 0.34934486502664563]","[5, 5, 5, 5, 5]","[0.1955960704301302, 0.29315620767412676, 0.2730585333294928, 0.31672152673484866, 0.348539094292233]","[0.008625110912063028, 0.010180611816020674, 0.0060315636189078176, 0.006664487583059181, 0.0040288536720651386]","[-0.44420838872374147, -0.5433160498617087, -0.5237030132176771, -0.5639631408624682, -0.591054028855777]","[0.16509689958311916, 0.28203922893455713, 0.2661231170125246, 0.3137247085796546, 0.29315843911294154]","[0.1611209651471164, 0.06576550551386867, 0, 0.02164857835902742, 0]"
C,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,4.0,"[0.2465894749002948, 0.2862317012938863, 0.2643402414761646, 0.24804283011072298, 0.2696022508035759]","[0.2914878261732115, 0.27806011931153907, 0.17497192924971175, 0.2543114543145455, 0.226624995636145]","[0.2451524064562476, 0.2853653518636132, 0.2609200830788325, 0.2465701871973367, 0.26596905922053415]","[0.2451524064562476, 0.2853653518636134, 0.26092008307883235, 0.2465701871973369, 0.2659690592205343]","[5, 5, 5, 5, 5]","[0.2447931393452358, 0.285148764506045, 0.2600650434794995, 0.24620202646899014, 0.26506076132477374]","[0.0017963355550590018, 0.0010829367878413543, 0.004275197996665078, 0.0018408036417328494, 0.004541489478802202]","[-0.49512867666521565, -0.534195986379169, -0.5108033702696494, -0.49655834218884776, -0.5157218816576763]","[0.23356855152700665, 0.27806011931153907, 0.17497192924971175, 0.24463487041803475, 0.226624995636145]","[0.05791927464620487, 0, 0, 0.00967658389651075, 0]"
C,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,8.0,"[0.24721781617224553, 0.2708010373346626, 0.22691932555460587, 0.23346129334671928, 0.22992887394970074]","[0.24769398477041005, 0.25737013949065557, 0.20798499408309293, 0.23507800406505552, 0.21169717107226507]","[0.24571988179206294, 0.2703078886988457, 0.22527926218424782, 0.23214524133491918, 0.22780484733330475]","[0.24571988179206275, 0.2703078886988453, 0.22527926218424787, 0.23214524133491898, 0.22780484733330472]","[5, 5, 5, 5, 5]","[0.24534539819701728, 0.2701846015398915, 0.2248692463416583, 0.23181622833196916, 0.22727384067920575]","[0.0018724179752282327, 0.0006164357947711224, 0.0020500792129475587, 0.0016450650147501258, 0.0026550332704949886]","[-0.4957014038633165, -0.5199114238972302, -0.474635925930863, -0.4818145300163943, -0.47728906056320286]","[0.24522635604747592, 0.25737013949065557, 0.20798499408309293, 0.23141205065238485, 0.21169717107226507]","[0.0024676287229341218, 0, 0, 0.003665953412670675, 0]"
C,8000,6,1.0,SLearner1,DPExplainableBoostingRegressor,16.0,"[0.2338766656950395, 0.26185506316633544, 0.23712724864742674, 0.2264885268766645, 0.23190109853355628]","[0.27423422930284597, 0.26571106790838245, 0.20063770924581595, 0.21756923724925858, 0.216542862285122]","[0.23326158452866497, 0.26151947547521837, 0.23558911978251454, 0.22576566602018386, 0.23037588702358475]","[0.23326158452866494, 0.2615194754752188, 0.23558911978251396, 0.22576566602018364, 0.23037588702358458]","[5, 5, 5, 5, 5]","[0.23310781423707133, 0.2614355785524391, 0.23520458756628648, 0.2255849508060637, 0.22999458414609186]","[0.0007688514579681782, 0.00041948461389634817, 0.0019226610811402464, 0.0009035760706007853, 0.0019065143874644197]","[-0.4829716187610458, -0.5113897490908658, -0.48537523606228006, -0.4751480464236211, -0.47997488165901403]","[0.22301842333511968, 0.2604715773669279, 0.20063770924581595, 0.21756923724925858, 0.216542862285122]","[0.051215805967726284, 0.005239490541454547, 0, 0, 0]"
C,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,128.0,"[0.3029593079787248, 0.32799793729504023, 0.33049391371332754, 0.2945279170920949, 0.303247997072687]","[0.12418478607390636, 0.1301166460675497, 0.10659116354587374, 0.10198867004455447, 0.15541987338546112]","[0.2876301944283247, 0.31013034054431443, 0.31657731915782156, 0.28150856412608233, 0.28636306352392993]","[0.10133451473874412, 0.11660475050594601, 0.12739765627230115, 0.10992370265252495, 0.10973091931394972]","[5, 5, 5, 5, 5]","[0.2837979160407247, 0.305663441356633, 0.31309817051894506, 0.2782537258845792, 0.28214183013674066]","[0.01916139193800008, 0.02233449593840725, 0.017395743194382474, 0.016274191207515734, 0.021106166935946358]","[-0.3183308259323061, -0.3414743775247948, -0.3569280827734085, -0.3315474365042278, -0.33125657625766425]","[0.09562194690495357, 0.11322677661554509, 0.10659116354587374, 0.10198867004455447, 0.09830868079607187]","[0.028562839168952796, 0.016889869452004595, 0, 0, 0.05711119258938925]"
C,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,1.0,"[2.992310037459349, 2.7513960033022955, 2.764324830067966, 3.0774308638493144, 2.475668194418263]","[0.7489474052469378, 0.6499245844891663, 0.4729712791809852, 1.343753821597344, 0.9258490575202362]","[1.3059432041423782, 1.5177607237466482, 1.2537617795443865, 1.5949144482896556, 1.223439357929576]","[0.7528816573459453, 0.7191587738979455, 0.6298001099823796, 0.8268961137684971, 0.6525646588173167]","[5, 5, 5, 5, 5]","[0.8843514958131355, 1.2093519038577363, 0.8761210169134916, 1.2242853443997408, 0.9103821488074042]","[2.1079585416462137, 1.5420440994445592, 1.8882038131544745, 1.8531455194495736, 1.5652860456108588]","[-0.8676875343958478, -0.8480322953154237, -0.7935994644544434, -0.9093382834613843, -0.8078147428818794]","[0.7489474052469378, 0.6499245844891663, 0.4729712791809852, 0.6976816868112854, 0.5842435591415869]","[0, 0, 0, 0.6460721347860585, 0.3416054983786493]"
C,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,2.0,"[1.152218892350961, 1.326800249254734, 1.089834387224406, 1.138028968347807, 1.1805358775979575]","[0.4023367864515564, 0.41148428349773525, 0.3212309283525183, 0.5015877164017399, 0.41221264262942536]","[0.6319118233305867, 0.7716700651715577, 0.6377263283352981, 0.6762270188843121, 0.7215717805679654]","[0.2746088791242898, 0.38264399812615457, 0.3512800776261104, 0.3671396420850547, 0.39945940434764177]","[5, 5, 5, 5, 5]","[0.5018350560754932, 0.6328875191507636, 0.5246993136130211, 0.5607765315184384, 0.6068307563104675]","[0.6503838362754679, 0.6939127301039704, 0.5651350736113849, 0.5772524368293687, 0.5737051212874901]","[-0.5240313722710597, -0.618582248473196, -0.5926888539749253, -0.6059204915540111, -0.6320280091480452]","[0.24267690229247313, 0.3754339267832594, 0.3212309283525183, 0.3335276235058834, 0.39627109477719585]","[0.15965988415908328, 0.036050356714475845, 0, 0.16806009289585658, 0.015941547852229496]"
C,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,4.0,"[0.5339837015047925, 0.5713848596159447, 0.6451192028467776, 0.5827176599982268, 0.6838921306933539]","[0.17800369697115945, 0.1299754738391785, 0.1291828557733221, 0.14774010010525332, 0.27134453696937505]","[0.3844878440571951, 0.41225364125468295, 0.4743561117373547, 0.41534191133798615, 0.5239034041915351]","[0.16472705509955785, 0.16890118369629645, 0.21866206937323532, 0.17792954193819813, 0.22975086338124331]","[5, 5, 5, 5, 5]","[0.3471138796952958, 0.37247083666436753, 0.431665338959999, 0.37349797417292596, 0.48390622256608046]","[0.18686982180949668, 0.19891402295157712, 0.21345386388677862, 0.2092196858253008, 0.1999859081272734]","[-0.4058658092270866, -0.4109758918675115, -0.46761316210435677, -0.4218169531185276, -0.4793233390742031]","[0.16140789463165744, 0.1299754738391785, 0.1291828557733221, 0.14774010010525332, 0.2193524449842104]","[0.016595802339502003, 0, 0, 0, 0.05199209198516467]"
C,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,8.0,"[0.41748787318689673, 0.4372423778362886, 0.424663839911972, 0.4324353036451535, 0.38395939584355926]","[0.16098812791548137, 0.13661774103074273, 0.09878602164623697, 0.21832238900773684, 0.16486211697661987]","[0.346865596789422, 0.3768733508920208, 0.3536498137484069, 0.3769919657085262, 0.3271918115041551]","[0.14282864954118282, 0.15582461093115776, 0.13243603795028405, 0.16886218590433658, 0.1395209150598942]","[5, 5, 5, 5, 5]","[0.32921002769005336, 0.36178109415595383, 0.3358963072075157, 0.3631311312243694, 0.31299991541930405]","[0.08827784549684338, 0.07546128368033478, 0.08876753270445632, 0.06930417242078407, 0.07095948042425519]","[-0.3779267780155078, -0.3947462614530476, -0.36391762522620985, -0.41092844377620863, -0.3735249858575651]","[0.1382887799476082, 0.13661774103074273, 0.09878602164623697, 0.1564971351284865, 0.13318561458071276]","[0.02269934796787318, 0, 0, 0.061825253879250336, 0.031676502395907094]"
C,8000,6,1.0,DRLearner,DPExplainableBoostingRegressor,16.0,"[0.3547178704512743, 0.3705144488472899, 0.36395634480978495, 0.3281354485748683, 0.3274006321303112]","[0.1761422890156411, 0.110523214297964, 0.10164761571146165, 0.0892621797586942, 0.17368273277629445]","[0.32449496545175865, 0.3406469651544759, 0.33251472806486204, 0.29696096173439424, 0.2956807657705259]","[0.12308146892615224, 0.1346189308056959, 0.13587189856869572, 0.11521121139730539, 0.11600423017250973]","[5, 5, 5, 5, 5]","[0.3169392392018797, 0.3331800942312724, 0.3246543238786313, 0.2891673400242757, 0.28775079918057955]","[0.03777863124939454, 0.0373343546160175, 0.03930202093115363, 0.0389681085505926, 0.03964983294973162]","[-0.3508296864949605, -0.36690452546363606, -0.3686080554853566, -0.3394277705157688, -0.34059393736898746]","[0.10981626390378002, 0.110523214297964, 0.10164761571146165, 0.0892621797586942, 0.10158460452156355]","[0.06632602511186109, 0, 0, 0, 0.0720981282547309]"
C,8000,6,1.0,RLearner,DPExplainableBoostingRegressor,128.0,"[0.11435193505324523, 0.12151403300758613, 0.1465454642440007, 0.1199920572712946, 0.11715320722609754]","[0.1064392537700646, 0.09326420135448894, 0.09932445986911233, 0.06546003539888212, 0.11778750157506147]","[0.10996934097884689, 0.11695886047197492, 0.143016954116166, 0.11546756006699546, 0.112693383671911]","[0.07690281043317243, 0.08458033527426562, 0.10836649161799906, 0.08527962040747833, 0.0829048061679467]","[5, 5, 5, 5, 5]","[0.1088736924602473, 0.11582006733807211, 0.1421348265842073, 0.11433643576592067, 0.11157842778336435]","[0.005478242592997923, 0.005693965669514023, 0.004410637659793375, 0.005655621505373919, 0.005574779442733182]","[-0.27731355977155614, -0.2908269851204761, -0.3291906614987721, -0.29202674604816314, -0.2879319471124152]","[0.06951869959894938, 0.08240936875420979, 0.09932445986911233, 0.06546003539888212, 0.074184132316168]","[0.03692055417111522, 0.010854832600279158, 0, 0, 0.04360336925889347]"
C,8000,6,1.0,RLearner,DPExplainableBoostingRegressor,1.0,"[0.8253909409116389, 1.0558582507239727, 1.163305686482648, 1.0379385394315614, 0.7452577456656905]","[0.32538725189798184, 0.29309608372104806, 0.21820581042154338, 0.4132410452944059, 0.5505925662940089]","[0.4541706957410499, 0.5915193425284803, 0.6916011609744512, 0.5473673607632465, 0.45935936521057086]","[0.3202799003427146, 0.4416452916679971, 0.5256650243535446, 0.4090821561532062, 0.3522954299242944]","[5, 5, 5, 5, 5]","[0.36136563444840264, 0.4754346154796072, 0.573675029597402, 0.4247245660961678, 0.38788477009679095]","[0.46402530646323625, 0.5804236352443655, 0.5896306568852461, 0.6132139733353936, 0.3573729755688995]","[-0.56593277016154, -0.6645639861352681, -0.7250276024769984, -0.6395953065440727, -0.5935448002672539]","[0.31900306245389776, 0.29309608372104806, 0.21820581042154338, 0.4080424338679063, 0.3027211458318658]","[0.0063841894440840735, 0, 0, 0.005198611426499647, 0.24787142046214308]"
C,8000,6,1.0,RLearner,DPExplainableBoostingRegressor,2.0,"[0.49390949797925365, 0.5435744201393211, 0.5005965715102348, 0.5458116292555503, 0.47666703368800956]","[0.3101657349444292, 0.31294995917395946, 0.17955176035239254, 0.2107273462458335, 0.22909595799307536]","[0.30148094928133445, 0.3360354175580253, 0.3169846611178238, 0.35469019284704095, 0.3220735203421334]","[0.22270470853959193, 0.23297427670655949, 0.22941064852196316, 0.29639918521159514, 0.2487719509485871]","[5, 5, 5, 5, 5]","[0.25337381210685467, 0.28415066691270136, 0.27108168351972106, 0.30690983374491365, 0.2834251420056643]","[0.24053568587239899, 0.25942375322661976, 0.22951488799051378, 0.23890179551063664, 0.19324189168234523]","[-0.47191599733383904, -0.4826740895330509, -0.47896831682478047, -0.5444255552521347, -0.49877043912865093]","[0.20083945193838262, 0.2129803560897095, 0.17955176035239254, 0.2107273462458335, 0.22909595799307536]","[0.10932628300604655, 0.09996960308424996, 0, 0, 0]"
C,8000,6,1.0,RLearner,DPExplainableBoostingRegressor,4.0,"[0.2832671084096365, 0.3592087891745189, 0.3209905884800478, 0.2653025597214213, 0.26479375521322107]","[0.12665540429183111, 0.17619694179282056, 0.1979576030104022, 0.07970935528740614, 0.14045214724096275]","[0.19164962842785443, 0.26775202670672843, 0.24710777611251178, 0.20633125144561074, 0.1839343024203627]","[0.1277086468599804, 0.19361289053032818, 0.20401106368557034, 0.15841382264540074, 0.1490236454476927]","[5, 5, 5, 5, 5]","[0.16874525843240892, 0.24488783608978082, 0.22863707302062777, 0.1915884243766581, 0.16371943922214813]","[0.11452184997722756, 0.11432095308473812, 0.09235351545942003, 0.0737141353447632, 0.10107431599107294]","[-0.3573634660398015, -0.4400146480860928, -0.45167583916518095, -0.39801233981548956, -0.38603580850446073]","[0.12665540429183111, 0.17619694179282056, 0.1979576030104022, 0.07970935528740614, 0.14045214724096275]","[0, 0, 0, 0, 0]"
C,8000,6,1.0,RLearner,DPExplainableBoostingRegressor,8.0,"[0.17132824346629327, 0.217269003503273, 0.22837653426177187, 0.18478706251201385, 0.1854397477743285]","[0.11648261989923048, 0.12109037288608869, 0.1795794414630188, 0.05818527881468266, 0.15135568555978965]","[0.14272729111415, 0.18441554116875164, 0.19159375244858876, 0.1532516336520267, 0.1570061553618976]","[0.09844448115425045, 0.14990614966026722, 0.15073901080927538, 0.1065551360533701, 0.12201361738910997]","[5, 5, 5, 5, 5]","[0.13557705302611417, 0.1762021755851213, 0.182398056995293, 0.14536777643702992, 0.14989775725878987]","[0.03575119044017909, 0.041066827918151694, 0.0459784772664789, 0.03941928607498393, 0.03554199051553863]","[-0.3137586351867475, -0.3871771553956499, -0.3882512212592194, -0.3264278420315432, -0.3493044766233463]","[0.09393494646800543, 0.12109037288608869, 0.14352890314583952, 0.05818527881468266, 0.11467810034644005]","[0.02254767343122504, 0, 0.036050538317179276, 0, 0.0366775852133496]"
